mask,faults,accepted,expected,agrees,code
895,source_digest;theme_version;principal;domain;period;unit;rationale_id;operation;max_bytes,0,0,1,SOURCE_CHANGED
896,relation;operation;max_bytes,0,0,1,RELATION_MISMATCH
897,source_digest;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
898,theme_version;relation;operation;max_bytes,0,0,1,THEME_CHANGED
899,source_digest;theme_version;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
900,principal;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
901,source_digest;principal;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
902,theme_version;principal;relation;operation;max_bytes,0,0,1,THEME_CHANGED
903,source_digest;theme_version;principal;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
904,domain;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
905,source_digest;domain;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
906,theme_version;domain;relation;operation;max_bytes,0,0,1,THEME_CHANGED
907,source_digest;theme_version;domain;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
908,principal;domain;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
909,source_digest;principal;domain;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
910,theme_version;principal;domain;relation;operation;max_bytes,0,0,1,THEME_CHANGED
911,source_digest;theme_version;principal;domain;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
912,period;relation;operation;max_bytes,0,0,1,STALE
913,source_digest;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
914,theme_version;period;relation;operation;max_bytes,0,0,1,THEME_CHANGED
915,source_digest;theme_version;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
916,principal;period;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
917,source_digest;principal;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
918,theme_version;principal;period;relation;operation;max_bytes,0,0,1,THEME_CHANGED
919,source_digest;theme_version;principal;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
920,domain;period;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
921,source_digest;domain;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
922,theme_version;domain;period;relation;operation;max_bytes,0,0,1,THEME_CHANGED
923,source_digest;theme_version;domain;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
924,principal;domain;period;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
925,source_digest;principal;domain;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
926,theme_version;principal;domain;period;relation;operation;max_bytes,0,0,1,THEME_CHANGED
927,source_digest;theme_version;principal;domain;period;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
928,unit;relation;operation;max_bytes,0,0,1,SEMANTIC_MISMATCH
929,source_digest;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
930,theme_version;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
931,source_digest;theme_version;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
932,principal;unit;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
933,source_digest;principal;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
934,theme_version;principal;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
935,source_digest;theme_version;principal;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
936,domain;unit;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
937,source_digest;domain;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
938,theme_version;domain;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
939,source_digest;theme_version;domain;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
940,principal;domain;unit;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
941,source_digest;principal;domain;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
942,theme_version;principal;domain;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
943,source_digest;theme_version;principal;domain;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
944,period;unit;relation;operation;max_bytes,0,0,1,STALE
945,source_digest;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
946,theme_version;period;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
947,source_digest;theme_version;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
948,principal;period;unit;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
949,source_digest;principal;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
950,theme_version;principal;period;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
951,source_digest;theme_version;principal;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
952,domain;period;unit;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
953,source_digest;domain;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
954,theme_version;domain;period;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
955,source_digest;theme_version;domain;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
956,principal;domain;period;unit;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
957,source_digest;principal;domain;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
958,theme_version;principal;domain;period;unit;relation;operation;max_bytes,0,0,1,THEME_CHANGED
959,source_digest;theme_version;principal;domain;period;unit;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
960,rationale_id;relation;operation;max_bytes,0,0,1,UNAPPROVED_RATIONALE
961,source_digest;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
962,theme_version;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
963,source_digest;theme_version;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
964,principal;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
965,source_digest;principal;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
966,theme_version;principal;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
967,source_digest;theme_version;principal;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
968,domain;rationale_id;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
969,source_digest;domain;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
970,theme_version;domain;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
971,source_digest;theme_version;domain;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
972,principal;domain;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
973,source_digest;principal;domain;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
974,theme_version;principal;domain;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
975,source_digest;theme_version;principal;domain;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
976,period;rationale_id;relation;operation;max_bytes,0,0,1,STALE
977,source_digest;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
978,theme_version;period;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
979,source_digest;theme_version;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
980,principal;period;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
981,source_digest;principal;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
982,theme_version;principal;period;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
983,source_digest;theme_version;principal;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
984,domain;period;rationale_id;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
985,source_digest;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
986,theme_version;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
987,source_digest;theme_version;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
988,principal;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
989,source_digest;principal;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
990,theme_version;principal;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
991,source_digest;theme_version;principal;domain;period;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
992,unit;rationale_id;relation;operation;max_bytes,0,0,1,SEMANTIC_MISMATCH
993,source_digest;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
994,theme_version;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
995,source_digest;theme_version;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
996,principal;unit;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
997,source_digest;principal;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
998,theme_version;principal;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
999,source_digest;theme_version;principal;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1000,domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
1001,source_digest;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1002,theme_version;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
1003,source_digest;theme_version;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1004,principal;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
1005,source_digest;principal;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1006,theme_version;principal;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
1007,source_digest;theme_version;principal;domain;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1008,period;unit;rationale_id;relation;operation;max_bytes,0,0,1,STALE
1009,source_digest;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1010,theme_version;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
1011,source_digest;theme_version;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1012,principal;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
1013,source_digest;principal;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1014,theme_version;principal;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
1015,source_digest;theme_version;principal;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1016,domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,WRONG_DOMAIN
1017,source_digest;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1018,theme_version;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
1019,source_digest;theme_version;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1020,principal;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,UNAUTHORIZED
1021,source_digest;principal;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
1022,theme_version;principal;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,THEME_CHANGED
1023,source_digest;theme_version;principal;domain;period;unit;rationale_id;relation;operation;max_bytes,0,0,1,SOURCE_CHANGED
